date,sea_area,wind_speed_knots,wave_height_m
19/11/2023,Laut Jawa Barat,13.9,2.11
20/11/2023,Laut Jawa Barat,16.6,1.47
21/11/2023,Laut Jawa Barat,16.5,1.29
22/11/2023,Laut Jawa Barat,14.5,1.43
23/11/2023,Laut Jawa Barat,13.3,1.87
24/11/2023,Laut Jawa Barat,11.4,1.21
25/11/2023,Laut Jawa Barat,16.7,1.48
26/11/2023,Laut Jawa Barat,19.7,2.07
27/11/2023,Laut Jawa Barat,19.3,2.5
28/11/2023,Laut Jawa Barat,17.5,2.39
29/11/2023,Laut Jawa Barat,18.7,2.81
30/11/2023,Laut Jawa Barat,18.1,2.65
01/12/2023,Laut Jawa Barat,19.7,2.71
02/12/2023,Laut Jawa Barat,20.5,2.54
03/12/2023,Laut Jawa Barat,19.9,2.5
04/12/2023,Laut Jawa Barat,18.9,3.21
05/12/2023,Laut Jawa Barat,19.9,3.22
06/12/2023,Laut Jawa Barat,19.5,3.31
07/12/2023,Laut Jawa Barat,15.8,2.99
08/12/2023,Laut Jawa Barat,17.2,2.49
09/12/2023,Laut Jawa Barat,21.2,2.36
10/12/2023,Laut Jawa Barat,19.6,2.5
11/12/2023,Laut Jawa Barat,19.8,2.24
12/12/2023,Laut Jawa Barat,18.8,2.64
13/12/2023,Laut Jawa Barat,19.3,1.91
14/12/2023,Laut Jawa Barat,18.5,2.76
15/12/2023,Laut Jawa Barat,23.3,2.64
16/12/2023,Laut Jawa Barat,22.8,3.32
17/12/2023,Laut Jawa Barat,21.7,3.79
18/12/2023,Laut Jawa Barat,21.4,4.07
19/12/2023,Laut Jawa Barat,20.9,3.63
20/12/2023,Laut Jawa Barat,23.2,3.53
21/12/2023,Laut Jawa Barat,20.5,2.87
22/12/2023,Laut Jawa Barat,18.4,2.85
23/12/2023,Laut Jawa Barat,19.7,2.76
24/12/2023,Laut Jawa Barat,19.0,2.03
25/12/2023,Laut Jawa Barat,17.7,1.87
26/12/2023,Laut Jawa Barat,14.4,2.53
27/12/2023,Laut Jawa Barat,15.7,2.11
28/12/2023,Laut Jawa Barat,15.5,2.58
29/12/2023,Laut Jawa Barat,18.7,2.58
30/12/2023,Laut Jawa Barat,16.6,2.52
31/12/2023,Laut Jawa Barat,18.2,2.01
01/01/2024,Laut Jawa Barat,18.4,2.32
02/01/2024,Laut Jawa Barat,17.2,2.63
03/01/2024,Laut Jawa Barat,20.4,3.5
04/01/2024,Laut Jawa Barat,22.9,3.17
05/01/2024,Laut Jawa Barat,21.2,2.8
06/01/2024,Laut Jawa Barat,20.2,2.95
07/01/2024,Laut Jawa Barat,15.7,2.89
08/01/2024,Laut Jawa Barat,18.6,2.62
09/01/2024,Laut Jawa Barat,18.5,2.91
10/01/2024,Laut Jawa Barat,21.1,2.9
11/01/2024,Laut Jawa Barat,19.7,2.9
12/01/2024,Laut Jawa Barat,20.7,3.25
13/01/2024,Laut Jawa Barat,21.2,2.79
14/01/2024,Laut Jawa Barat,21.7,3.07
15/01/2024,Laut Jawa Barat,20.1,2.7
16/01/2024,Laut Jawa Barat,18.6,2.82
17/01/2024,Laut Jawa Barat,16.6,2.74
18/01/2024,Laut Jawa Barat,17.8,2.64
19/01/2024,Laut Jawa Barat,16.6,1.31
20/01/2024,Laut Jawa Barat,18.5,1.59
21/01/2024,Laut Jawa Barat,14.9,1.49
22/01/2024,Laut Jawa Barat,18.9,1.74
23/01/2024,Laut Jawa Barat,20.1,1.89
24/01/2024,Laut Jawa Barat,20.0,2.26
25/01/2024,Laut Jawa Barat,18.2,1.71
26/01/2024,Laut Jawa Barat,16.9,1.86
27/01/2024,Laut Jawa Barat,16.7,2.35
28/01/2024,Laut Jawa Barat,18.7,2.07
29/01/2024,Laut Jawa Barat,19.3,2.27
30/01/2024,Laut Jawa Barat,20.1,2.97
31/01/2024,Laut Jawa Barat,21.6,2.91
01/02/2024,Laut Jawa Barat,22.2,3.0
02/02/2024,Laut Jawa Barat,22.9,2.74
03/02/2024,Laut Jawa Barat,21.7,2.17
04/02/2024,Laut Jawa Barat,18.8,2.0
05/02/2024,Laut Jawa Barat,21.7,2.35
06/02/2024,Laut Jawa Barat,23.5,3.14
07/02/2024,Laut Jawa Barat,18.8,2.51
08/02/2024,Laut Jawa Barat,18.4,2.18
09/02/2024,Laut Jawa Barat,23.2,2.18
10/02/2024,Laut Jawa Barat,24.5,1.79
11/02/2024,Laut Jawa Barat,24.9,1.96
12/02/2024,Laut Jawa Barat,18.5,2.24
13/02/2024,Laut Jawa Barat,17.9,2.35
14/02/2024,Laut Jawa Barat,16.6,2.23
15/02/2024,Laut Jawa Barat,17.1,1.63
16/02/2024,Laut Jawa Barat,17.4,2.13
17/02/2024,Laut Jawa Barat,19.9,1.95
18/02/2024,Laut Jawa Barat,18.5,2.09
19/02/2024,Laut Jawa Barat,18.1,1.99
20/02/2024,Laut Jawa Barat,16.4,1.76
21/02/2024,Laut Jawa Barat,14.0,1.71
22/02/2024,Laut Jawa Barat,16.1,1.69
23/02/2024,Laut Jawa Barat,19.0,1.25
24/02/2024,Laut Jawa Barat,18.7,1.06
25/02/2024,Laut Jawa Barat,21.4,1.5
26/02/2024,Laut Jawa Barat,19.6,1.99
27/02/2024,Laut Jawa Barat,20.2,2.03
28/02/2024,Laut Jawa Barat,15.5,1.7
29/02/2024,Laut Jawa Barat,17.0,1.77
01/03/2024,Laut Jawa Barat,20.8,2.24
02/03/2024,Laut Jawa Barat,18.5,2.02
03/03/2024,Laut Jawa Barat,19.3,2.46
04/03/2024,Laut Jawa Barat,19.7,2.27
05/03/2024,Laut Jawa Barat,18.5,2.25
06/03/2024,Laut Jawa Barat,18.7,1.91
07/03/2024,Laut Jawa Barat,18.0,2.13
08/03/2024,Laut Jawa Barat,16.5,2.61
09/03/2024,Laut Jawa Barat,16.7,2.32
10/03/2024,Laut Jawa Barat,16.4,2.39
11/03/2024,Laut Jawa Barat,16.9,2.04
12/03/2024,Laut Jawa Barat,12.5,2.18
13/03/2024,Laut Jawa Barat,13.2,2.32
14/03/2024,Laut Jawa Barat,16.6,2.58
15/03/2024,Laut Jawa Barat,18.1,2.33
16/03/2024,Laut Jawa Barat,20.3,1.64
17/03/2024,Laut Jawa Barat,19.2,1.82
18/03/2024,Laut Jawa Barat,20.6,1.85
19/03/2024,Laut Jawa Barat,22.8,1.62
20/03/2024,Laut Jawa Barat,20.1,2.04
21/03/2024,Laut Jawa Barat,19.0,1.93
22/03/2024,Laut Jawa Barat,24.3,2.04
23/03/2024,Laut Jawa Barat,21.1,2.05
24/03/2024,Laut Jawa Barat,16.1,2.22
25/03/2024,Laut Jawa Barat,19.4,2.4
26/03/2024,Laut Jawa Barat,18.9,2.07
27/03/2024,Laut Jawa Barat,15.3,2.18
28/03/2024,Laut Jawa Barat,13.1,2.45
29/03/2024,Laut Jawa Barat,14.9,2.6
30/03/2024,Laut Jawa Barat,12.6,2.7
31/03/2024,Laut Jawa Barat,12.1,1.79
01/04/2024,Laut Jawa Barat,10.4,1.61
02/04/2024,Laut Jawa Barat,12.4,1.66
03/04/2024,Laut Jawa Barat,13.4,1.64
04/04/2024,Laut Jawa Barat,10.6,1.48
05/04/2024,Laut Jawa Barat,15.3,1.6
06/04/2024,Laut Jawa Barat,13.5,2.56
07/04/2024,Laut Jawa Barat,13.4,2.21
08/04/2024,Laut Jawa Barat,18.3,2.0
09/04/2024,Laut Jawa Barat,17.1,2.25
10/04/2024,Laut Jawa Barat,15.6,1.58
11/04/2024,Laut Jawa Barat,14.5,1.32
12/04/2024,Laut Jawa Barat,16.4,1.05
13/04/2024,Laut Jawa Barat,15.0,1.27
14/04/2024,Laut Jawa Barat,11.1,1.07
15/04/2024,Laut Jawa Barat,9.7,1.13
16/04/2024,Laut Jawa Barat,10.1,0.84
17/04/2024,Laut Jawa Barat,11.3,1.14
18/04/2024,Laut Jawa Barat,9.2,1.82
19/04/2024,Laut Jawa Barat,11.2,1.72
20/04/2024,Laut Jawa Barat,11.4,1.53
21/04/2024,Laut Jawa Barat,10.3,1.54
22/04/2024,Laut Jawa Barat,11.1,1.5
23/04/2024,Laut Jawa Barat,16.0,1.85
24/04/2024,Laut Jawa Barat,14.9,2.33
25/04/2024,Laut Jawa Barat,14.5,1.75
26/04/2024,Laut Jawa Barat,16.3,1.81
27/04/2024,Laut Jawa Barat,15.3,2.48
28/04/2024,Laut Jawa Barat,16.0,2.45
29/04/2024,Laut Jawa Barat,16.4,1.76
30/04/2024,Laut Jawa Barat,13.2,2.15
01/05/2024,Laut Jawa Barat,14.6,1.73
02/05/2024,Laut Jawa Barat,13.2,1.42
03/05/2024,Laut Jawa Barat,12.7,1.32
04/05/2024,Laut Jawa Barat,13.0,1.05
05/05/2024,Laut Jawa Barat,11.0,1.2
06/05/2024,Laut Jawa Barat,13.4,1.36
07/05/2024,Laut Jawa Barat,15.2,1.59
08/05/2024,Laut Jawa Barat,19.3,1.66
09/05/2024,Laut Jawa Barat,16.6,1.68
10/05/2024,Laut Jawa Barat,15.1,1.7
11/05/2024,Laut Jawa Barat,18.1,1.91
12/05/2024,Laut Jawa Barat,13.4,1.88
13/05/2024,Laut Jawa Barat,12.2,1.29
14/05/2024,Laut Jawa Barat,15.6,0.86
15/05/2024,Laut Jawa Barat,13.3,0.74
16/05/2024,Laut Jawa Barat,18.2,0.83
17/05/2024,Laut Jawa Barat,15.8,1.03
18/05/2024,Laut Jawa Barat,12.9,0.27
19/05/2024,Laut Jawa Barat,13.1,0.52
20/05/2024,Laut Jawa Barat,13.2,0.89
21/05/2024,Laut Jawa Barat,12.2,1.28
22/05/2024,Laut Jawa Barat,11.5,1.16
23/05/2024,Laut Jawa Barat,12.3,1.04
24/05/2024,Laut Jawa Barat,11.6,1.25
25/05/2024,Laut Jawa Barat,10.1,1.61
26/05/2024,Laut Jawa Barat,11.0,1.78
27/05/2024,Laut Jawa Barat,11.3,1.62
28/05/2024,Laut Jawa Barat,8.6,1.62
29/05/2024,Laut Jawa Barat,10.5,1.65
30/05/2024,Laut Jawa Barat,10.9,1.3
31/05/2024,Laut Jawa Barat,14.2,0.81
01/06/2024,Laut Jawa Barat,12.8,0.53
02/06/2024,Laut Jawa Barat,10.6,0.83
03/06/2024,Laut Jawa Barat,9.6,1.16
04/06/2024,Laut Jawa Barat,12.9,0.68
05/06/2024,Laut Jawa Barat,13.9,1.17
06/06/2024,Laut Jawa Barat,13.4,1.26
07/06/2024,Laut Jawa Barat,10.9,1.17
08/06/2024,Laut Jawa Barat,10.2,0.97
09/06/2024,Laut Jawa Barat,11.0,0.98
10/06/2024,Laut Jawa Barat,12.6,0.69
11/06/2024,Laut Jawa Barat,11.7,1.3
12/06/2024,Laut Jawa Barat,14.5,0.7
13/06/2024,Laut Jawa Barat,13.4,0.79
14/06/2024,Laut Jawa Barat,15.5,0.56
15/06/2024,Laut Jawa Barat,11.7,0.94
16/06/2024,Laut Jawa Barat,13.1,0.28
17/06/2024,Laut Jawa Barat,12.2,0.2
18/06/2024,Laut Jawa Barat,8.1,0.21
19/06/2024,Laut Jawa Barat,10.7,0.9
20/06/2024,Laut Jawa Barat,10.0,1.19
21/06/2024,Laut Jawa Barat,12.8,1.35
22/06/2024,Laut Jawa Barat,10.2,0.94
23/06/2024,Laut Jawa Barat,10.7,1.45
24/06/2024,Laut Jawa Barat,11.8,1.1
25/06/2024,Laut Jawa Barat,8.7,1.15
26/06/2024,Laut Jawa Barat,9.1,1.29
27/06/2024,Laut Jawa Barat,11.1,1.14
28/06/2024,Laut Jawa Barat,9.7,0.95
29/06/2024,Laut Jawa Barat,9.1,0.98
30/06/2024,Laut Jawa Barat,11.7,0.2
01/07/2024,Laut Jawa Barat,17.4,0.75
02/07/2024,Laut Jawa Barat,14.5,0.66
03/07/2024,Laut Jawa Barat,14.7,0.54
04/07/2024,Laut Jawa Barat,12.6,1.31
05/07/2024,Laut Jawa Barat,15.5,1.38
06/07/2024,Laut Jawa Barat,13.4,1.49
07/07/2024,Laut Jawa Barat,13.4,1.65
08/07/2024,Laut Jawa Barat,15.4,1.96
09/07/2024,Laut Jawa Barat,12.3,1.27
10/07/2024,Laut Jawa Barat,13.4,2.03
11/07/2024,Laut Jawa Barat,12.4,1.91
12/07/2024,Laut Jawa Barat,8.9,1.21
13/07/2024,Laut Jawa Barat,8.6,1.21
14/07/2024,Laut Jawa Barat,9.6,1.67
15/07/2024,Laut Jawa Barat,9.2,1.22
16/07/2024,Laut Jawa Barat,11.8,1.18
17/07/2024,Laut Jawa Barat,11.2,0.9
18/07/2024,Laut Jawa Barat,11.8,0.2
19/07/2024,Laut Jawa Barat,12.8,0.2
20/07/2024,Laut Jawa Barat,16.8,0.2
21/07/2024,Laut Jawa Barat,16.7,0.2
22/07/2024,Laut Jawa Barat,13.8,0.67
23/07/2024,Laut Jawa Barat,16.4,0.69
24/07/2024,Laut Jawa Barat,15.4,1.1
25/07/2024,Laut Jawa Barat,15.0,1.32
26/07/2024,Laut Jawa Barat,11.7,0.99
27/07/2024,Laut Jawa Barat,11.2,0.79
28/07/2024,Laut Jawa Barat,12.0,0.54
29/07/2024,Laut Jawa Barat,8.9,1.08
30/07/2024,Laut Jawa Barat,9.2,0.51
31/07/2024,Laut Jawa Barat,10.1,0.2
01/08/2024,Laut Jawa Barat,9.2,0.53
02/08/2024,Laut Jawa Barat,12.9,0.51
03/08/2024,Laut Jawa Barat,16.0,1.22
04/08/2024,Laut Jawa Barat,12.2,0.82
05/08/2024,Laut Jawa Barat,8.3,0.86
06/08/2024,Laut Jawa Barat,6.7,0.92
07/08/2024,Laut Jawa Barat,11.1,0.54
08/08/2024,Laut Jawa Barat,9.0,0.64
09/08/2024,Laut Jawa Barat,9.6,0.81
10/08/2024,Laut Jawa Barat,13.2,0.81
11/08/2024,Laut Jawa Barat,14.4,0.7
12/08/2024,Laut Jawa Barat,15.7,1.46
13/08/2024,Laut Jawa Barat,14.9,1.29
14/08/2024,Laut Jawa Barat,18.7,0.97
15/08/2024,Laut Jawa Barat,16.0,1.08
16/08/2024,Laut Jawa Barat,12.5,1.38
17/08/2024,Laut Jawa Barat,12.8,0.96
18/08/2024,Laut Jawa Barat,18.5,0.6
19/08/2024,Laut Jawa Barat,19.9,1.01
20/08/2024,Laut Jawa Barat,17.3,1.0
21/08/2024,Laut Jawa Barat,12.7,1.57
22/08/2024,Laut Jawa Barat,12.8,2.04
23/08/2024,Laut Jawa Barat,13.9,1.65
24/08/2024,Laut Jawa Barat,14.8,1.35
25/08/2024,Laut Jawa Barat,14.1,1.28
26/08/2024,Laut Jawa Barat,11.7,1.3
27/08/2024,Laut Jawa Barat,11.0,1.53
28/08/2024,Laut Jawa Barat,12.4,1.44
29/08/2024,Laut Jawa Barat,15.5,1.62
30/08/2024,Laut Jawa Barat,16.9,1.62
31/08/2024,Laut Jawa Barat,15.3,0.87
01/09/2024,Laut Jawa Barat,14.2,0.56
02/09/2024,Laut Jawa Barat,16.3,1.3
03/09/2024,Laut Jawa Barat,17.6,1.42
04/09/2024,Laut Jawa Barat,17.3,1.05
05/09/2024,Laut Jawa Barat,11.6,1.89
06/09/2024,Laut Jawa Barat,9.4,2.2
07/09/2024,Laut Jawa Barat,12.1,1.46
08/09/2024,Laut Jawa Barat,14.8,1.39
09/09/2024,Laut Jawa Barat,15.4,1.49
10/09/2024,Laut Jawa Barat,15.1,1.34
11/09/2024,Laut Jawa Barat,14.7,1.04
12/09/2024,Laut Jawa Barat,15.2,1.39
13/09/2024,Laut Jawa Barat,11.8,1.32
14/09/2024,Laut Jawa Barat,11.1,1.27
15/09/2024,Laut Jawa Barat,13.1,1.92
16/09/2024,Laut Jawa Barat,12.8,1.78
17/09/2024,Laut Jawa Barat,12.8,1.32
18/09/2024,Laut Jawa Barat,13.1,1.33
19/09/2024,Laut Jawa Barat,14.1,1.6
20/09/2024,Laut Jawa Barat,13.1,2.03
21/09/2024,Laut Jawa Barat,11.3,2.03
22/09/2024,Laut Jawa Barat,12.8,1.34
23/09/2024,Laut Jawa Barat,9.8,1.02
24/09/2024,Laut Jawa Barat,10.8,0.98
25/09/2024,Laut Jawa Barat,9.1,0.88
26/09/2024,Laut Jawa Barat,12.9,1.27
27/09/2024,Laut Jawa Barat,18.1,1.06
28/09/2024,Laut Jawa Barat,14.8,1.57
29/09/2024,Laut Jawa Barat,16.6,2.01
30/09/2024,Laut Jawa Barat,15.0,1.9
01/10/2024,Laut Jawa Barat,13.7,1.31
02/10/2024,Laut Jawa Barat,13.2,1.67
03/10/2024,Laut Jawa Barat,14.4,1.82
04/10/2024,Laut Jawa Barat,15.9,1.67
05/10/2024,Laut Jawa Barat,14.2,1.54
06/10/2024,Laut Jawa Barat,13.2,1.48
07/10/2024,Laut Jawa Barat,16.0,1.3
08/10/2024,Laut Jawa Barat,18.6,1.27
09/10/2024,Laut Jawa Barat,15.5,1.67
10/10/2024,Laut Jawa Barat,14.8,1.51
11/10/2024,Laut Jawa Barat,17.0,2.04
12/10/2024,Laut Jawa Barat,20.8,1.54
13/10/2024,Laut Jawa Barat,19.7,2.1
14/10/2024,Laut Jawa Barat,19.5,2.27
15/10/2024,Laut Jawa Barat,16.5,2.23
16/10/2024,Laut Jawa Barat,18.4,1.93
17/10/2024,Laut Jawa Barat,18.6,1.51
18/10/2024,Laut Jawa Barat,17.1,2.02
19/10/2024,Laut Jawa Barat,16.8,1.89
20/10/2024,Laut Jawa Barat,21.0,1.51
21/10/2024,Laut Jawa Barat,22.6,1.76
22/10/2024,Laut Jawa Barat,23.8,1.38
23/10/2024,Laut Jawa Barat,19.7,1.66
24/10/2024,Laut Jawa Barat,16.2,1.82
25/10/2024,Laut Jawa Barat,13.1,2.53
26/10/2024,Laut Jawa Barat,15.4,1.44
27/10/2024,Laut Jawa Barat,13.3,1.8
28/10/2024,Laut Jawa Barat,12.2,1.73
29/10/2024,Laut Jawa Barat,15.9,1.86
30/10/2024,Laut Jawa Barat,12.4,1.97
31/10/2024,Laut Jawa Barat,14.7,2.03
01/11/2024,Laut Jawa Barat,12.9,2.0
02/11/2024,Laut Jawa Barat,14.3,2.1
03/11/2024,Laut Jawa Barat,19.8,1.87
04/11/2024,Laut Jawa Barat,19.7,1.53
05/11/2024,Laut Jawa Barat,18.3,1.25
06/11/2024,Laut Jawa Barat,17.5,1.64
07/11/2024,Laut Jawa Barat,16.9,2.03
08/11/2024,Laut Jawa Barat,15.9,2.18
09/11/2024,Laut Jawa Barat,13.0,1.83
10/11/2024,Laut Jawa Barat,12.5,2.4
11/11/2024,Laut Jawa Barat,16.7,2.1
12/11/2024,Laut Jawa Barat,19.4,1.83
13/11/2024,Laut Jawa Barat,20.1,1.74
14/11/2024,Laut Jawa Barat,19.2,2.01
15/11/2024,Laut Jawa Barat,20.0,1.35
16/11/2024,Laut Jawa Barat,19.8,1.18
17/11/2024,Laut Jawa Barat,20.4,2.08
18/11/2024,Laut Jawa Barat,22.7,1.84
19/11/2024,Laut Jawa Barat,23.7,1.55
20/11/2024,Laut Jawa Barat,21.3,1.37
21/11/2024,Laut Jawa Barat,18.5,1.03
22/11/2024,Laut Jawa Barat,14.2,1.41
23/11/2024,Laut Jawa Barat,13.9,1.54
24/11/2024,Laut Jawa Barat,14.9,1.92
25/11/2024,Laut Jawa Barat,15.6,0.98
26/11/2024,Laut Jawa Barat,16.3,1.61
27/11/2024,Laut Jawa Barat,17.7,1.59
28/11/2024,Laut Jawa Barat,19.9,2.38
29/11/2024,Laut Jawa Barat,16.3,1.72
30/11/2024,Laut Jawa Barat,14.9,1.99
01/12/2024,Laut Jawa Barat,14.0,1.78
02/12/2024,Laut Jawa Barat,16.7,1.59
03/12/2024,Laut Jawa Barat,20.8,1.74
04/12/2024,Laut Jawa Barat,20.5,1.9
05/12/2024,Laut Jawa Barat,20.8,1.37
06/12/2024,Laut Jawa Barat,19.1,1.44
07/12/2024,Laut Jawa Barat,17.0,2.6
08/12/2024,Laut Jawa Barat,16.2,2.37
09/12/2024,Laut Jawa Barat,20.1,2.86
10/12/2024,Laut Jawa Barat,19.6,2.24
11/12/2024,Laut Jawa Barat,18.9,2.29
12/12/2024,Laut Jawa Barat,20.2,3.08
13/12/2024,Laut Jawa Barat,20.0,3.1
14/12/2024,Laut Jawa Barat,21.8,2.59
15/12/2024,Laut Jawa Barat,20.9,2.05
16/12/2024,Laut Jawa Barat,20.9,2.3
17/12/2024,Laut Jawa Barat,21.3,2.23
18/12/2024,Laut Jawa Barat,19.4,2.2
19/12/2024,Laut Jawa Barat,18.5,1.72
20/12/2024,Laut Jawa Barat,19.9,2.36
21/12/2024,Laut Jawa Barat,19.9,1.91
22/12/2024,Laut Jawa Barat,18.5,2.03
23/12/2024,Laut Jawa Barat,18.7,2.16
24/12/2024,Laut Jawa Barat,23.9,2.64
25/12/2024,Laut Jawa Barat,22.1,2.34
26/12/2024,Laut Jawa Barat,19.7,1.79
27/12/2024,Laut Jawa Barat,20.3,2.04
28/12/2024,Laut Jawa Barat,23.3,2.06
29/12/2024,Laut Jawa Barat,21.7,1.7
30/12/2024,Laut Jawa Barat,20.5,1.7
31/12/2024,Laut Jawa Barat,19.2,1.99
01/01/2025,Laut Jawa Barat,16.6,2.37
02/01/2025,Laut Jawa Barat,17.2,2.75
03/01/2025,Laut Jawa Barat,19.9,3.1
04/01/2025,Laut Jawa Barat,20.6,3.22
05/01/2025,Laut Jawa Barat,20.4,2.77
06/01/2025,Laut Jawa Barat,16.6,2.72
07/01/2025,Laut Jawa Barat,16.7,2.58
08/01/2025,Laut Jawa Barat,15.2,2.26
09/01/2025,Laut Jawa Barat,11.0,1.69
10/01/2025,Laut Jawa Barat,12.3,1.83
11/01/2025,Laut Jawa Barat,15.5,2.27
12/01/2025,Laut Jawa Barat,14.7,2.07
13/01/2025,Laut Jawa Barat,14.3,2.45
14/01/2025,Laut Jawa Barat,19.3,2.33
15/01/2025,Laut Jawa Barat,20.6,2.48
16/01/2025,Laut Jawa Barat,22.7,2.47
17/01/2025,Laut Jawa Barat,24.3,2.89
18/01/2025,Laut Jawa Barat,24.0,2.67
19/01/2025,Laut Jawa Barat,22.4,3.63
20/01/2025,Laut Jawa Barat,22.4,3.47
21/01/2025,Laut Jawa Barat,24.3,2.8
22/01/2025,Laut Jawa Barat,23.3,2.65
23/01/2025,Laut Jawa Barat,22.3,2.17
24/01/2025,Laut Jawa Barat,21.7,2.22
25/01/2025,Laut Jawa Barat,22.8,2.11
26/01/2025,Laut Jawa Barat,20.6,2.78
27/01/2025,Laut Jawa Barat,23.5,3.14
28/01/2025,Laut Jawa Barat,24.1,3.17
29/01/2025,Laut Jawa Barat,21.2,2.86
30/01/2025,Laut Jawa Barat,24.1,2.86
31/01/2025,Laut Jawa Barat,19.1,2.71
01/02/2025,Laut Jawa Barat,14.4,3.45
02/02/2025,Laut Jawa Barat,16.9,3.39
03/02/2025,Laut Jawa Barat,16.0,3.28
04/02/2025,Laut Jawa Barat,15.6,2.8
05/02/2025,Laut Jawa Barat,17.6,2.45
06/02/2025,Laut Jawa Barat,20.1,2.12
07/02/2025,Laut Jawa Barat,24.2,2.25
08/02/2025,Laut Jawa Barat,23.5,2.77
09/02/2025,Laut Jawa Barat,20.6,2.16
10/02/2025,Laut Jawa Barat,21.2,1.91
11/02/2025,Laut Jawa Barat,19.8,1.81
12/02/2025,Laut Jawa Barat,18.3,2.5
13/02/2025,Laut Jawa Barat,20.6,2.87
14/02/2025,Laut Jawa Barat,22.5,2.93
15/02/2025,Laut Jawa Barat,17.5,2.71
16/02/2025,Laut Jawa Barat,19.9,2.3
17/02/2025,Laut Jawa Barat,19.7,2.83
18/02/2025,Laut Jawa Barat,20.3,2.42
19/02/2025,Laut Jawa Barat,17.7,2.49
20/02/2025,Laut Jawa Barat,15.7,2.64
21/02/2025,Laut Jawa Barat,15.4,2.49
22/02/2025,Laut Jawa Barat,17.3,3.01
23/02/2025,Laut Jawa Barat,17.1,3.03
24/02/2025,Laut Jawa Barat,16.6,2.18
25/02/2025,Laut Jawa Barat,18.8,2.49
26/02/2025,Laut Jawa Barat,16.9,1.93
27/02/2025,Laut Jawa Barat,13.3,1.56
28/02/2025,Laut Jawa Barat,15.5,1.82
01/03/2025,Laut Jawa Barat,13.8,2.42
02/03/2025,Laut Jawa Barat,15.2,2.53
03/03/2025,Laut Jawa Barat,18.1,2.43
04/03/2025,Laut Jawa Barat,16.2,2.37
05/03/2025,Laut Jawa Barat,15.4,2.32
06/03/2025,Laut Jawa Barat,13.2,2.25
07/03/2025,Laut Jawa Barat,14.2,1.56
08/03/2025,Laut Jawa Barat,13.5,2.13
09/03/2025,Laut Jawa Barat,10.9,1.35
10/03/2025,Laut Jawa Barat,12.2,1.47
11/03/2025,Laut Jawa Barat,15.6,2.17
12/03/2025,Laut Jawa Barat,13.4,2.41
13/03/2025,Laut Jawa Barat,14.8,2.1
14/03/2025,Laut Jawa Barat,14.0,2.67
15/03/2025,Laut Jawa Barat,11.0,3.03
16/03/2025,Laut Jawa Barat,15.5,2.5
17/03/2025,Laut Jawa Barat,16.7,2.37
18/03/2025,Laut Jawa Barat,16.9,2.29
19/03/2025,Laut Jawa Barat,15.2,2.16
20/03/2025,Laut Jawa Barat,11.8,2.13
21/03/2025,Laut Jawa Barat,14.9,2.17
22/03/2025,Laut Jawa Barat,13.9,2.66
23/03/2025,Laut Jawa Barat,18.2,2.54
24/03/2025,Laut Jawa Barat,16.1,3.02
25/03/2025,Laut Jawa Barat,15.4,2.59
26/03/2025,Laut Jawa Barat,15.2,2.36
27/03/2025,Laut Jawa Barat,14.9,2.98
28/03/2025,Laut Jawa Barat,16.0,2.04
29/03/2025,Laut Jawa Barat,15.8,1.81
30/03/2025,Laut Jawa Barat,16.1,1.66
31/03/2025,Laut Jawa Barat,14.8,1.88
01/04/2025,Laut Jawa Barat,18.1,2.08
02/04/2025,Laut Jawa Barat,17.5,1.62
03/04/2025,Laut Jawa Barat,16.3,1.81
04/04/2025,Laut Jawa Barat,16.2,1.34
05/04/2025,Laut Jawa Barat,14.1,0.89
06/04/2025,Laut Jawa Barat,13.6,1.3
07/04/2025,Laut Jawa Barat,14.6,2.03
08/04/2025,Laut Jawa Barat,15.4,2.21
09/04/2025,Laut Jawa Barat,18.9,1.89
10/04/2025,Laut Jawa Barat,17.7,1.67
11/04/2025,Laut Jawa Barat,17.7,1.75
12/04/2025,Laut Jawa Barat,15.0,1.11
13/04/2025,Laut Jawa Barat,17.5,1.19
14/04/2025,Laut Jawa Barat,16.2,1.08
15/04/2025,Laut Jawa Barat,19.8,1.34
16/04/2025,Laut Jawa Barat,14.9,1.61
17/04/2025,Laut Jawa Barat,17.7,1.13
18/04/2025,Laut Jawa Barat,16.4,1.43
19/04/2025,Laut Jawa Barat,15.5,1.19
20/04/2025,Laut Jawa Barat,13.0,0.81
21/04/2025,Laut Jawa Barat,14.7,1.16
22/04/2025,Laut Jawa Barat,17.1,1.38
23/04/2025,Laut Jawa Barat,13.7,1.41
24/04/2025,Laut Jawa Barat,14.4,1.65
25/04/2025,Laut Jawa Barat,13.0,1.91
26/04/2025,Laut Jawa Barat,14.0,2.07
27/04/2025,Laut Jawa Barat,14.7,2.07
28/04/2025,Laut Jawa Barat,12.1,1.61
29/04/2025,Laut Jawa Barat,9.0,1.06
30/04/2025,Laut Jawa Barat,10.2,0.54
01/05/2025,Laut Jawa Barat,12.9,1.07
02/05/2025,Laut Jawa Barat,10.8,1.13
03/05/2025,Laut Jawa Barat,11.7,1.58
04/05/2025,Laut Jawa Barat,13.6,1.63
05/05/2025,Laut Jawa Barat,12.3,1.38
06/05/2025,Laut Jawa Barat,10.4,1.24
07/05/2025,Laut Jawa Barat,10.6,1.45
08/05/2025,Laut Jawa Barat,13.1,1.38
